Date,Weekly_Sales
4/27/2012,879448.25
5/4/2012,937232.09
5/11/2012,920128.89
5/18/2012,913922.01
5/25/2012,895157.44
6/1/2012,921161.2
6/8/2012,928820
6/15/2012,916918.7
6/22/2012,899449.65
6/29/2012,878298.22
7/6/2012,936205.5
7/13/2012,890488.01
7/20/2012,888834.07
7/27/2012,838227.52
8/3/2012,897076.73
8/10/2012,930745.69
8/17/2012,896613.19
8/24/2012,936373.65
8/31/2012,976137.73
9/7/2012,932160.37
9/14/2012,883569.38
9/21/2012,857796.45
9/28/2012,884724.41
10/5/2012,976436.02
10/12/2012,927511.99
10/19/2012,900309.75
10/26/2012,891671.44
2/5/2010,549505.55
2/12/2010,552677.48
2/19/2010,511327.9
2/26/2010,473773.27
3/5/2010,507297.88
3/12/2010,494145.8
3/19/2010,485744.61
3/26/2010,484946.56
4/2/2010,545206.32
4/9/2010,529384.31
4/16/2010,485764.32
4/23/2010,488683.57
4/30/2010,491723.42
5/7/2010,526128.61
5/14/2010,492792.8
5/21/2010,506274.94
5/28/2010,558143.53
6/4/2010,586061.46
6/11/2010,522715.68
6/18/2010,513073.87
6/25/2010,509263.28
7/2/2010,528832.54
7/9/2010,485389.15
7/16/2010,474030.51
7/23/2010,462676.5
7/30/2010,468675.19
8/6/2010,522815.45
8/13/2010,481897.98
8/20/2010,499325.38
8/27/2010,506789.66
9/3/2010,511049.06
9/10/2010,484835.2
9/17/2010,463448.59
9/24/2010,452905.22
10/1/2010,495692.19
10/8/2010,505069.21
10/15/2010,454769.68
10/22/2010,466322.76
10/29/2010,508801.61
11/5/2010,517869.97
11/12/2010,520846.68
11/19/2010,519823.3
11/26/2010,768070.53
12/3/2010,578164.82
12/10/2010,618121.82
12/17/2010,685243.2
12/24/2010,873347.55
12/31/2010,459770.85
1/7/2011,490981.78
1/14/2011,458086.69
1/21/2011,454021.69
1/28/2011,463561.48
2/4/2011,544612.28
2/11/2011,555279.02
2/18/2011,610985.56
2/25/2011,513107.2
3/4/2011,542016.18
3/11/2011,517783.5
3/18/2011,515226.11
3/25/2011,497488.4
4/1/2011,520962.14
4/8/2011,561625.92
4/15/2011,528420.28
4/22/2011,549502.11
4/29/2011,532226.2
5/6/2011,545251.1
5/13/2011,539126
5/20/2011,518266.9
5/27/2011,553834.04
6/3/2011,587004.29
6/10/2011,550076.32
6/17/2011,558671.14
6/24/2011,538745.93
7/1/2011,537064.03
7/8/2011,535983.13
7/15/2011,512834.04
7/22/2011,491449.94
7/29/2011,471449.98
8/5/2011,554879.67
8/12/2011,520284.79
8/19/2011,540819.44
8/26/2011,542663.53
9/2/2011,544643.33
9/9/2011,528784.86
9/16/2011,500274.03
9/23/2011,506743.78
9/30/2011,508567.04
10/7/2011,553836.98
10/14/2011,529515.66
10/21/2011,557075.21
10/28/2011,548527.49
11/4/2011,597855.07
11/11/2011,594574.12
11/18/2011,542414.27
11/25/2011,814753.5
12/2/2011,613115.21
12/9/2011,630327.28
12/16/2011,705557.97
12/23/2011,905324.68
12/30/2011,549788.36
1/6/2012,519585.67
1/13/2012,474964.6
1/20/2012,480130.04
1/27/2012,482451.21
2/3/2012,549967.89
2/10/2012,609736.12
2/17/2012,658965.05
2/24/2012,563578.79
3/2/2012,619498.28
3/9/2012,574955.95
3/16/2012,550373.57
3/23/2012,550791.32
3/30/2012,574985.37
4/6/2012,677885.99
4/13/2012,578539.86
4/20/2012,542819.03
4/27/2012,550414.99
5/4/2012,586289.08
5/11/2012,592572.3
5/18/2012,571463.93
5/25/2012,547226
6/1/2012,583648.59
6/8/2012,582525.42
6/15/2012,564606.1
6/22/2012,562173.12
6/29/2012,544770.7
7/6/2012,578790.36
7/13/2012,536537.64
7/20/2012,513991.57
7/27/2012,495951
8/3/2012,533887.54
8/10/2012,538713.47
8/17/2012,535153.47
8/24/2012,572887.78
8/31/2012,576879.15
9/7/2012,565812.29
9/14/2012,523427.35
9/21/2012,533756.88
9/28/2012,516361.06
10/5/2012,606755.3
10/12/2012,558464.8
10/19/2012,542009.46
10/26/2012,549731.49
2/5/2010,2193048.75
2/12/2010,2176028.52
2/19/2010,2113432.58
2/26/2010,2006774.96
3/5/2010,1987090.09
3/12/2010,1941346.13
3/19/2010,1946875.06
3/26/2010,1893532.46
4/2/2010,2138651.97
4/9/2010,2041069.37
4/16/2010,1826241.44
4/23/2010,1829521.83
4/30/2010,1790694.59
5/7/2010,1921432.16
5/14/2010,1808056.41
5/21/2010,1847613.58
5/28/2010,1904618.17
6/4/2010,1931406.28
6/11/2010,1827521.71
6/18/2010,1837636.24
6/25/2010,1768172.31
7/2/2010,1845893.87
7/9/2010,1769793.37
7/16/2010,1828052.47
7/23/2010,1831676.03
7/30/2010,1832664.03
8/6/2010,1949236.09
8/13/2010,1962996.7
8/20/2010,1983190.56
8/27/2010,1727565.42
9/3/2010,1766331.45
9/10/2010,1720530.23
9/17/2010,1716755.78
9/24/2010,1655036.75
10/1/2010,1645892.97
10/8/2010,1772192.42
10/15/2010,1703850.25
10/22/2010,1740234.06
10/29/2010,1741308.56
11/5/2010,1832211.96
11/12/2010,1895901.59
11/19/2010,1949177.13
11/26/2010,2939946.38
12/3/2010,2251206.64
12/10/2010,2411790.21
12/17/2010,2811646.85
12/24/2010,3749057.69
12/31/2010,1707298.14
1/7/2011,1714309.9
1/14/2011,1710803.59
1/21/2011,1677556.18
1/28/2011,1715769.05
2/4/2011,1968045.91
2/11/2011,2115408.31
2/18/2011,2106934.55
2/25/2011,1967996.71
3/4/2011,1958003.19
3/11/2011,1933469.15
3/18/2011,1884734.31
3/25/2011,1815798.85
4/1/2011,1827733.18
4/8/2011,1870720.73
4/15/2011,1781767.22
4/22/2011,2004831.14
4/29/2011,1873646.34
5/6/2011,1841369.99
5/13/2011,1712995.44
5/20/2011,1720908.01
5/27/2011,1743000.38
6/3/2011,1792210.89
6/10/2011,1740063.1
6/17/2011,1817934.76
6/24/2011,1711813.13
7/1/2011,1751369.75
7/8/2011,1699708.38
7/15/2011,1775068.4
7/22/2011,1774342.61
7/29/2011,1745841.33
8/5/2011,1886299.98
8/12/2011,1917397.63
8/19/2011,1954849.68
8/26/2011,1728399.07
9/2/2011,1758587.35
9/9/2011,1670579.82
9/16/2011,1650894.3
9/23/2011,1685910.53
9/30/2011,1627707.31
10/7/2011,1788227.6
10/14/2011,1704753.02
10/21/2011,1745928.56
10/28/2011,1771792.97
11/4/2011,1904438.59
11/11/2011,2076570.84
11/18/2011,1869087.85
11/25/2011,2950198.64
12/2/2011,2068097.18
12/9/2011,2429310.9
12/16/2011,2555031.18
12/23/2011,3487986.89
12/30/2011,1930690.37
1/6/2012,1683401.78
1/13/2012,1711562.73
1/20/2012,1675562.94
1/27/2012,1632406
2/3/2012,1867403.01
2/10/2012,2218595.8
2/17/2012,2168709.76
2/24/2012,2039415.74
3/2/2012,1990371.02
3/9/2012,1917483.1
3/16/2012,1930814.66
3/23/2012,1837457.69
3/30/2012,1815760.42
4/6/2012,2163384.17
4/13/2012,1974687.51
4/20/2012,1777166.53
4/27/2012,1712987.56
5/4/2012,1821364.42
5/11/2012,1792345.3
5/18/2012,1795152.73
5/25/2012,1830939.1
6/1/2012,1767471.48
6/8/2012,1840491.41
6/15/2012,1811562.88
6/22/2012,1755334.18
6/29/2012,1707481.9
7/6/2012,1805999.79
7/13/2012,1765571.91
7/20/2012,1869967.03
7/27/2012,1817603.66
8/3/2012,1939440.09
8/10/2012,1880436.94
8/17/2012,1827797.4
8/24/2012,1764984.15
8/31/2012,1650285.54
9/7/2012,1708283.28
9/14/2012,1640168.99
9/21/2012,1671857.57
9/28/2012,1694862.41
10/5/2012,1758971.38
10/12/2012,1713889.11
10/19/2012,1734834.82
10/26/2012,1744349.05
2/5/2010,1528008.64
2/12/2010,1574684.08
2/19/2010,1503298.7
2/26/2010,1336404.65
3/5/2010,1426622.65
3/12/2010,1331883.16
3/19/2010,1364207
3/26/2010,1245624.27
4/2/2010,1446210.26
4/9/2010,1470308.32
4/16/2010,1323243.35
4/23/2010,1283766.55
4/30/2010,1239766.89
5/7/2010,1312329.78
5/14/2010,1266796.13
5/21/2010,1271646.62
5/28/2010,1264272.52
6/4/2010,1396322.19
6/11/2010,1339570.85
6/18/2010,1336522.92
6/25/2010,1262025.08
7/2/2010,1302600.14
7/9/2010,1280156.47
7/16/2010,1290609.54
7/23/2010,1244390.03
7/30/2010,1250178.89
8/6/2010,1369634.92
8/13/2010,1384339.1
8/20/2010,1430192.37
8/27/2010,1311263.07
9/3/2010,1303914.27
9/10/2010,1231428.46
9/17/2010,1215676.31
9/24/2010,1170103.25
10/1/2010,1182490.46
10/8/2010,1293472.8
10/15/2010,1175003.67
10/22/2010,1169831.38
10/29/2010,1195036
11/5/2010,1332759.13
11/12/2010,1281675.6
11/19/2010,1292346.57
11/26/2010,1757242.51
12/3/2010,1380522.64
12/10/2010,1564516.43
12/17/2010,1843971.15
12/24/2010,2306265.36
12/31/2010,1172003.1
1/7/2011,1178905.44
1/14/2011,1194449.78
1/21/2011,1187776.19
1/28/2011,1100418.69
2/4/2011,1422546.05
2/11/2011,1419236.9
2/18/2011,1554747.15
2/25/2011,1323999.36
3/4/2011,1399456.99
3/11/2011,1314557.31
3/18/2011,1391813.69
3/25/2011,1229777.24
4/1/2011,1258674.12
4/8/2011,1327401.06
4/15/2011,1312905.8
4/22/2011,1388118.53
4/29/2011,1357589.89
5/6/2011,1331453.41
5/13/2011,1277959.42
5/20/2011,1239466.97
5/27/2011,1216876.52
6/3/2011,1343637
6/10/2011,1314626.75
6/17/2011,1337506.74
6/24/2011,1254587.84
7/1/2011,1297472.06
7/8/2011,1334627.96
7/15/2011,1266546.73
7/22/2011,1290576.44
7/29/2011,1212938.67
8/5/2011,1403198.94
8/12/2011,1354188.43
8/19/2011,1484169.74
8/26/2011,1304706.75
9/2/2011,1297792.41
9/9/2011,1249439.95
9/16/2011,1270816.01
9/23/2011,1235775.15
9/30/2011,1190515.83
10/7/2011,1346271.06
10/14/2011,1286388.96
10/21/2011,1325107.53
10/28/2011,1310684.1
11/4/2011,1458287.38
11/11/2011,1366053.69
11/18/2011,1315091.63
11/25/2011,1848953.48
12/2/2011,1399322.44
12/9/2011,1646655.94
12/16/2011,1783910.06
12/23/2011,2213518.5
12/30/2011,1352084.21
1/6/2012,1283885.55
1/13/2012,1264736.59
1/20/2012,1207303.29
1/27/2012,1162675.85
2/3/2012,1376732.18
2/10/2012,1574287.76
2/17/2012,1569607.94
2/24/2012,1379473.03
3/2/2012,1438383.44
3/9/2012,1413382.76
3/16/2012,1441884.28
3/23/2012,1300593.61
3/30/2012,1300104.03
4/6/2012,1596325.01
4/13/2012,1472752.01
4/20/2012,1315356.99
4/27/2012,1236238.29
5/4/2012,1370251.22
5/11/2012,1300147.07
5/18/2012,1352442.31
5/25/2012,1297335.87
6/1/2012,1361595.33
6/8/2012,1414343.53
6/15/2012,1417875.42
6/22/2012,1355680.3
6/29/2012,1297028.6
7/6/2012,1461129.94
7/13/2012,1320239.51
7/20/2012,1344483.81
7/27/2012,1272395.02
8/3/2012,1399341.07
8/10/2012,1388973.65
8/17/2012,1421307.2
8/24/2012,1409515.73
8/31/2012,1372872.35
9/7/2012,1304584.4
9/14/2012,1267675.05
9/21/2012,1326132.98
9/28/2012,1227430.73
10/5/2012,1422794.26
10/12/2012,1311965.09
10/19/2012,1232073.18
10/26/2012,1200729.45
2/5/2010,1100046.37
2/12/2010,1117863.33
2/19/2010,1095421.65
2/26/2010,1048617.17
3/5/2010,1077018.27
3/12/2010,985594.23
3/19/2010,972088.34
3/26/2010,981615.81
4/2/2010,1011822.3
4/9/2010,1041238.87
4/16/2010,957997.52
4/23/2010,993833.44
4/30/2010,954220.22
5/7/2010,1043240.27
5/14/2010,966054.97
5/21/2010,958374.56
5/28/2010,955451.16
6/4/2010,1049357.36
6/11/2010,1016039.71
6/18/2010,956211.2
6/25/2010,958007.69
7/2/2010,951957.31
7/9/2010,943506.28
7/16/2010,916402.76
7/23/2010,912403.67
7/30/2010,913548.25
8/6/2010,967576.95
8/13/2010,928264.4
8/20/2010,948447.34
8/27/2010,1004516.46
9/3/2010,1075758.55
9/10/2010,903119.03
9/17/2010,852882.61
9/24/2010,851919.34
10/1/2010,850936.26
10/8/2010,918335.68
10/15/2010,862419.84
10/22/2010,857883.46
10/29/2010,955294.7
11/5/2010,929690.71
11/12/2010,942475.24
11/19/2010,894493.7
11/26/2010,1601377.41
12/3/2010,1069533.17
12/10/2010,1121934.15
12/17/2010,1295605.35
12/24/2010,1768249.89
12/31/2010,891736.91
1/7/2011,910110.24
1/14/2011,812011.8
1/21/2011,802105.5
1/28/2011,873119.06
2/4/2011,1046068.17
2/11/2011,1086421.57
2/18/2011,1128485.1
2/25/2011,1046203.72
3/4/2011,1085248.21
3/11/2011,997672.62
3/18/2011,1009502.01
3/25/2011,954107.32
4/1/2011,1005463.49
4/8/2011,998362.05
4/15/2011,990951.77
4/22/2011,1016019.47
4/29/2011,994966.1
5/6/2011,1021154.48
5/13/2011,977033.5
5/20/2011,924134.99
5/27/2011,964332.51
6/3/2011,970328.68
6/10/2011,996937.95
6/17/2011,986504.93
6/24/2011,997282.75
7/1/2011,961993.34
7/8/2011,943717.38
7/15/2011,936001.98
7/22/2011,922231.92
7/29/2011,890547.07
8/5/2011,988712.52
8/12/2011,955913.68
8/19/2011,966817.24
8/26/2011,1017593.47
9/2/2011,1052051.45
9/9/2011,922850.57
9/16/2011,889290.23
9/23/2011,871692.74
9/30/2011,866401.45
10/7/2011,951244.66
10/14/2011,927600.01
10/21/2011,938604.58
10/28/2011,990926.38
11/4/2011,1051944.79
11/11/2011,1095091.53
11/18/2011,970641.34
11/25/2011,1591920.42
12/2/2011,1071383.1
12/9/2011,1189646.45
12/16/2011,1293404.18
12/23/2011,1617612.03
12/30/2011,1111638.07
1/6/2012,945823.65
1/13/2012,865467.86
1/20/2012,855922.64
1/27/2012,888203.69
2/3/2012,1058767.95
2/10/2012,1199330.85
2/17/2012,1240048.85
2/24/2012,1112034.72
3/2/2012,1147636.96
3/9/2012,1113208.57
3/16/2012,1088498.52
3/23/2012,1045419.87
3/30/2012,1025382.22
4/6/2012,1128765.71
4/13/2012,1083811.19
4/20/2012,1006486.96
4/27/2012,1004252.38
5/4/2012,1073433.69
5/11/2012,1041995.22
5/18/2012,1020486.05
5/25/2012,991514.21
6/1/2012,981345.2
6/8/2012,1086231.47
6/15/2012,1019555.51
6/22/2012,981386.25
6/29/2012,943124.74
7/6/2012,1014898.78
7/13/2012,960312.75
7/20/2012,941550.34
7/27/2012,916967.92
8/3/2012,958667.23
8/10/2012,984689.9
8/17/2012,1005003.12
8/24/2012,1048101.39
8/31/2012,1061943.49
9/7/2012,955146.04
9/14/2012,885892.37
9/21/2012,922735.37
9/28/2012,880415.67
10/5/2012,979825.92
10/12/2012,934917.47
10/19/2012,960945.43
10/26/2012,974697.6
2/5/2010,1967220.53
2/12/2010,2030933.46
2/19/2010,1970274.64
2/26/2010,1817850.32
3/5/2010,1939980.43
3/12/2010,1840686.94
3/19/2010,1879794.89
3/26/2010,1882095.98
4/2/2010,2142482.14
4/9/2010,1898321.33
4/16/2010,1819660.44
4/23/2010,1909330.77
4/30/2010,1785823.37
5/7/2010,2005478.46
5/14/2010,1890273.44
5/21/2010,1853657.6
5/28/2010,1877358.86
6/4/2010,2022705.22
6/11/2010,2037880.96
6/18/2010,2003435.31
6/25/2010,1970340.25
7/2/2010,2018314.71
7/9/2010,1870843.9
7/16/2010,1932231.05
7/23/2010,1907351.2
7/30/2010,1817887.23
8/6/2010,1969121.45
8/13/2010,1877592.55
8/20/2010,1997397.63
8/27/2010,1908278.27
9/3/2010,1911852.58
9/10/2010,1772143.94
9/17/2010,1790279.74
9/24/2010,1705655.09
10/1/2010,1765584.48
10/8/2010,1871924.07
10/15/2010,1851431.06
10/22/2010,1796949.59
10/29/2010,1887895.07
11/5/2010,1854967.66
11/12/2010,1939964.63
11/19/2010,1925393.91
11/26/2010,2766400.05
12/3/2010,2083379.89
12/10/2010,2461468.35
12/17/2010,2771646.81
12/24/2010,3595903.2
12/31/2010,1675292
1/7/2011,1744544.39
1/14/2011,1682316.31
1/21/2011,1770177.37
1/28/2011,1633663.12
2/4/2011,1848186.58
2/11/2011,1944438.9
2/18/2011,2003480.59
2/25/2011,1831933.95
3/4/2011,1894960.68
3/11/2011,1852432.58
3/18/2011,1852443.78
3/25/2011,1807545.43
4/1/2011,1864238.64
4/8/2011,1887465.04
4/15/2011,1950994.04
4/22/2011,2124316.34
4/29/2011,1895583.12
5/6/2011,1986380.4
5/13/2011,1958823.56
5/20/2011,1860923.55
5/27/2011,1866369.93
6/3/2011,1935593.87
6/10/2011,1997816.98
6/17/2011,2086433.49
6/24/2011,2009163.08
7/1/2011,2048035.74
7/8/2011,2021699.38
7/15/2011,1956813.31
7/22/2011,1987089.36
7/29/2011,1880785.69
8/5/2011,2076231.8
8/12/2011,1970341.38
8/19/2011,2090340.98
8/26/2011,2035244.54
9/2/2011,1953628.82
9/9/2011,1872921.31
9/16/2011,1923223.82
9/23/2011,1847430.96
9/30/2011,1835662.69
10/7/2011,2067232.56
10/14/2011,1929659.07
10/21/2011,1973544.27
10/28/2011,1948733.81
11/4/2011,2036317.54
11/11/2011,2111592.09
11/18/2011,2016323.51
11/25/2011,2864170.61
12/2/2011,2051315.66
12/9/2011,2462779.06
12/16/2011,2760346.71
12/23/2011,3556766.03
12/30/2011,1969056.91
1/6/2012,1865752.78
1/13/2012,1794962.64
1/20/2012,1811606.21
1/27/2012,1733983.09
2/3/2012,1927780.74
2/10/2012,2069284.57
2/17/2012,2214477.06
2/24/2012,1929768.03
3/2/2012,1969742.76
3/9/2012,1986445.65
3/16/2012,2025582.62
3/23/2012,1904421.74
3/30/2012,1948982.7
4/6/2012,2271614.76
4/13/2012,2057637.86
4/20/2012,1955689.12
4/27/2012,1970121.65
5/4/2012,1995994.51
5/11/2012,2080764.17
5/18/2012,2131900.55
5/25/2012,2043349.41
6/1/2012,2035431.39
6/8/2012,2182437.9
6/15/2012,2152229.11
6/22/2012,2094373
6/29/2012,2037663.71
7/6/2012,2184980.35
7/13/2012,2002750.99
7/20/2012,2053089.32
7/27/2012,1914430.53
8/3/2012,2044148.23
8/10/2012,2041019.92
8/17/2012,2095769.18
8/24/2012,2059458.25
8/31/2012,2073855.42
9/7/2012,2165796.31
9/14/2012,1919917.03
9/21/2012,1938379.66
9/28/2012,1927664.11
10/5/2012,2041918.74
10/12/2012,1999079.44
10/19/2012,2018010.15
10/26/2012,2035189.66
2/5/2010,2623469.95
2/12/2010,1704218.84
2/19/2010,2204556.7
2/26/2010,2095591.63
3/5/2010,2237544.75
3/12/2010,2156035.06
3/19/2010,2066219.3
3/26/2010,2050396.27
4/2/2010,2495630.51
4/9/2010,2258781.28
4/16/2010,2121788.61
4/23/2010,2138144.91
4/30/2010,2082355.12
5/7/2010,2370116.52
5/14/2010,2129771.13
5/21/2010,2108187.1
5/28/2010,2227152.16
6/4/2010,2363601.47
6/11/2010,2249570.04
6/18/2010,2248645.59
6/25/2010,2246179.91
7/2/2010,2334788.42
7/9/2010,2236209.13
7/16/2010,2130287.27
7/23/2010,2044155.39
7/30/2010,2054843.28
8/6/2010,2219813.5
8/13/2010,2052984.81
8/20/2010,2057138.31
8/27/2010,2020332.07
9/3/2010,2182563.66
9/10/2010,2191767.76
9/17/2010,1953539.85
9/24/2010,1879891.13
10/1/2010,1855703.66
10/8/2010,2091663.2
10/15/2010,1932162.63
10/22/2010,1936621.09
10/29/2010,1984768.34
11/5/2010,2078417.47
11/12/2010,2092189.06
11/19/2010,1968462.58
11/26/2010,2921709.71
12/3/2010,2258489.63
12/10/2010,2600519.26
12/17/2010,2762861.41
12/24/2010,3818686.45
12/31/2010,1623716.46
1/7/2011,1864746.1
1/14/2011,1699095.9
1/21/2011,1743188.87
1/28/2011,1613718.38
2/4/2011,1995891.87
2/11/2011,1980405.03
2/18/2011,2019031.67
2/25/2011,1875708.88
3/4/2011,2041215.61
3/11/2011,1931104.67
3/18/2011,1932491.42
3/25/2011,1879451.23
4/1/2011,1869110.55
4/8/2011,2037798.88
4/15/2011,1974960.86
4/22/2011,2256461.39
4/29/2011,1930617.64
5/6/2011,2095599.93
5/13/2011,2004330.3
5/20/2011,1959967.8
5/27/2011,2080694.24
6/3/2011,2079899.47
6/10/2011,2132446
6/17/2011,2082083.34
6/24/2011,2069523.52
7/1/2011,2074668.19
7/8/2011,2063401.06
7/15/2011,1953544.76
7/22/2011,1882070.88
7/29/2011,1871021.01
8/5/2011,2066020.69
8/12/2011,1928773.82
8/19/2011,1896873.99
8/26/2011,2273470.62
9/2/2011,1750891.47
9/9/2011,2202742.9
9/16/2011,1864637.89
9/23/2011,1871555.64
9/30/2011,1809989.29
10/7/2011,2078796.76
10/14/2011,1890870.75
10/21/2011,2009004.59
10/28/2011,2056846.12
11/4/2011,2174056.71
11/11/2011,2081534.65
11/18/2011,1969360.72
11/25/2011,2685351.81
12/2/2011,2143080.57
12/9/2011,2470581.29
12/16/2011,2594363.09
12/23/2011,3369068.99
12/30/2011,1914148.89
1/6/2012,1859144.96
1/13/2012,1696248.27
1/20/2012,1789113.32
1/27/2012,1595362.27
2/3/2012,1877410.36
2/10/2012,2077256.24
2/17/2012,2020550.99
2/24/2012,1875040.16
3/2/2012,1926004.99
3/9/2012,2020839.31
3/16/2012,1941040.5
3/23/2012,1893447.71
3/30/2012,1905033.01
4/6/2012,2376022.26
4/13/2012,1912909.69
4/20/2012,1875686.44
4/27/2012,1784029.95
5/4/2012,1949354.29
5/11/2012,1987531.05
5/18/2012,1932233.17
5/25/2012,2030869.61
6/1/2012,2049485.49
6/8/2012,2099615.88
6/15/2012,1905733.68
6/22/2012,1660228.88
6/29/2012,1591835.02
7/6/2012,1862128.95
7/13/2012,1544422.35
7/20/2012,1553250.16
7/27/2012,1479514.66
8/3/2012,1656886.46
8/10/2012,1648570.03
8/17/2012,1660433.3
8/24/2012,1621841.33
8/31/2012,1613342.19
9/7/2012,1904512.34
9/14/2012,1554794.22
9/21/2012,1565352.46
9/28/2012,1522512.2
10/5/2012,1687592.16
10/12/2012,1639585.61
10/19/2012,1590274.72
10/26/2012,1704357.62
2/5/2010,652122.44
2/12/2010,682447.1
2/19/2010,660838.75
2/26/2010,564883.2
3/5/2010,605325.43
3/12/2010,604173.59
3/19/2010,593710.67
3/26/2010,592111.49
4/2/2010,718470.71
4/9/2010,634605.77
4/16/2010,641208.65
4/23/2010,643097.6
4/30/2010,570791.11
5/7/2010,661348.88
5/14/2010,594385.2
5/21/2010,616598.1
5/28/2010,744772.88
6/4/2010,693192.5
6/11/2010,619337.29
6/18/2010,652329.53
6/25/2010,672194.03
7/2/2010,709337.11
7/9/2010,691497.62
7/16/2010,633203.69
7/23/2010,598553.43
7/30/2010,619224.06
8/6/2010,639651.24
8/13/2010,622437.08
8/20/2010,637090.44
8/27/2010,649791.15
9/3/2010,638647.21
9/10/2010,641965.2
9/17/2010,583210.87
9/24/2010,548542.47
10/1/2010,566945.95
10/8/2010,591603.79
10/15/2010,577011.26
10/22/2010,600395.73
10/29/2010,598301.5
11/5/2010,612987.64
11/12/2010,619639.74
11/19/2010,608200.81
11/26/2010,1120018.92
12/3/2010,754134.95
12/10/2010,847294.04
12/17/2010,983825.15
12/24/2010,1368318.17
12/31/2010,543754.17
1/7/2011,509640.77
1/14/2011,479424.2
1/21/2011,487311.03
1/28/2011,481119.6
2/4/2011,556550.85
2/11/2011,582864.35
2/18/2011,649993.5
2/25/2011,547564.09
3/4/2011,573374.49
3/11/2011,537035.28
3/18/2011,551553.99
3/25/2011,527389.28
4/1/2011,542556.05
4/8/2011,587370.81
4/15/2011,607691.36
4/22/2011,655318.26
4/29/2011,560764.41
5/6/2011,630522.67
5/13/2011,630482.91
5/20/2011,593941.9
5/27/2011,636193.24
6/3/2011,695396.19
6/10/2011,642679.81
6/17/2011,639928.85
6/24/2011,656594.95
7/1/2011,674669.16
7/8/2011,635118.48
7/15/2011,624114.56
7/22/2011,607475.44
7/29/2011,577511.02
8/5/2011,607961.21
8/12/2011,590836.37
8/19/2011,599488.98
8/26/2011,605413.17
9/2/2011,649159.68
9/9/2011,607593.51
9/16/2011,545052.34
9/23/2011,545570.86
9/30/2011,521297.31
10/7/2011,579068.88
10/14/2011,537300.94
10/21/2011,603318.89
10/28/2011,589842.69
11/4/2011,615121.78
11/11/2011,618949.82
11/18/2011,597856.51
11/25/2011,1066478.1
12/2/2011,699028.66
12/9/2011,764565.55
12/16/2011,870415.49
12/23/2011,1182691.87
12/30/2011,603460.79
1/6/2012,516087.65
1/13/2012,454183.42
1/20/2012,492721.85
1/27/2012,466045.63
2/3/2012,523831.64
2/10/2012,628218.22
2/17/2012,598502.83
2/24/2012,561137.06
3/2/2012,541292.64
3/9/2012,545120.67
3/16/2012,570611.23
3/23/2012,565481.88
3/30/2012,557547.25
4/6/2012,659950.36
4/13/2012,558585.13
4/20/2012,534780.57
4/27/2012,527402.62
5/4/2012,577868.38
5/11/2012,579539.95
5/18/2012,600050.98
5/25/2012,693780.42
6/1/2012,663971.26
6/8/2012,611390.67
6/15/2012,636737.65
6/22/2012,687085.6
6/29/2012,624099.48
7/6/2012,678024.75
7/13/2012,591335.5
7/20/2012,592369.22
7/27/2012,571190.83
8/3/2012,590739.62
8/10/2012,590453.63
8/17/2012,579738.2
8/24/2012,606210.77
8/31/2012,610185.32
9/7/2012,587259.82
9/14/2012,527509.76
9/21/2012,533161.64
9/28/2012,553901.97
10/5/2012,573498.64
10/12/2012,551799.63
10/19/2012,555652.77
10/26/2012,558473.6
2/5/2010,477409.3
2/12/2010,472044.28
2/19/2010,469868.7
2/26/2010,443242.17
3/5/2010,444181.85
3/12/2010,445393.74
3/19/2010,504307.35
3/26/2010,483177.2
4/2/2010,490503.69
4/9/2010,424083.99
4/16/2010,436312.41
4/23/2010,370230.94
4/30/2010,383550.93
5/7/2010,403217.22
5/14/2010,401770.9
5/21/2010,435300.51
5/28/2010,479430
6/4/2010,516295.81
6/11/2010,535587.31
6/18/2010,540149.85
6/25/2010,546554.96
7/2/2010,610641.42
7/9/2010,614253.33
7/16/2010,586583.69
7/23/2010,588344.18
7/30/2010,562633.67
8/6/2010,586936.45
8/13/2010,543757.97
8/20/2010,521516.96
8/27/2010,581010.52
9/3/2010,542087.89
9/10/2010,537518.57
9/17/2010,522049.52
9/24/2010,511330.32
10/1/2010,463977.54
10/8/2010,442894.2
10/15/2010,452169.28
10/22/2010,541216.92
10/29/2010,495022.51
11/5/2010,446905.02
11/12/2010,453632.76
11/19/2010,458634.68
11/26/2010,651837.77
12/3/2010,512260.59
12/10/2010,570103.64
12/17/2010,648652.01
12/24/2010,1004730.69
12/31/2010,575317.38
1/7/2011,573545.96
1/14/2011,470365.59
1/21/2011,462888.13
1/28/2011,448391.99
2/4/2011,479263.15
2/11/2011,466806.89
2/18/2011,491179.79
2/25/2011,475201.64
3/4/2011,484829.07
3/11/2011,457504.35
3/18/2011,497373.49
3/25/2011,465279.68
4/1/2011,459756.11
4/8/2011,439276.5
4/15/2011,427855.24
4/22/2011,368600
4/29/2011,378100.31
5/6/2011,423805.22
5/13/2011,410406.95
5/20/2011,435397.19
5/27/2011,444718.68
6/3/2011,531080.31
6/10/2011,600952.06
6/17/2011,581546.23
6/24/2011,569105.03
7/1/2011,608737.56
7/8/2011,634634.66
7/15/2011,586841.77
7/22/2011,581758.22
7/29/2011,582381.95
8/5/2011,592981.33
8/12/2011,563884.47
8/19/2011,554630.42
8/26/2011,557312.01
9/2/2011,580805.33
9/9/2011,574622.56
9/16/2011,539081.09
9/23/2011,504856.97
